title,studio,domestic_gross,foreign_gross,year
"lou andreas-salomé, the audacity to be free",CLS,12900.0,,2018
let yourself go,Men.,12200.0,,2018
hannah (2018),PDF,11700.0,,2018
souvenir,Strand,11400.0,,2018
furious (legend of kolovrat),CARUSEL,10000.0,,2018
beauty and the dogs,Osci.,8900.0,,2018
the quake,Magn.,6200.0,,2018
edward ii (2018 re-release),FM,4800.0,,2018
el pacto,Sony,2500.0,,2018
the swan,Synergetic,2400.0,,2018
an actor prepares,Grav.,1700.0,,2018
